Show_id,Title,Director,Cast,Country,Date_added,Release_year,Rating,Duration,Listed_in,Description,Type,Tyoe
70293315,The Green Inferno,Eli Roth,"Ignacia Allamand, Daryl Sabara, Nicolás Martínez, Lorenza Izzo, Ariel Levy, Magda Apanowicz, Sky Ferreira, Kirby Bliss Blanton, Aaron Burns, Ramón Llao, Richard Burgi","United States, Spain, Chile, Peru",2019-11-16,2013,R,101 min,"Horror Movies, Independent Movies","Determined To Save An Amazon Tribe Being Squeezed By Logging, A Group Of Students Finds Nothing But Trouble When Their Plane Crashes In The Jungle.",Movie,Movie
80244457,Earthquake Bird,Wash Westmoreland,"Alicia Vikander, Riley Keough, Naoki Kobayashi, Jack Huston, Kiki Sukezane, Yoshiko Sakuma, Ken Yamamura, Kazuhiro Muroyama, Akiko Iwase, Crystal Kay",United States,2019-11-15,2019,R,107 min,"Dramas, Romantic Movies","In 1980S Tokyo, An Enigmatic Expat Is Suspected Of Killing Her Friend, Who'S Gone Missing In The Wake Of Their Love Triangle With A Local Photographer.",Movie,Movie
81196441,El Sendero De La Anaconda,Alessandro Angulo,"Wade Davis, Martin Von Hildebrand",Colombia,2019-11-15,2019,Tv-Pg,74 min,"Documentaries, International Movies","In The Most Remote Areas Of The Amazon Jungle, A Writer And His Anthropologist Friend Meet Communities Who Have Resisted Change For Centuries.",Movie,Movie
81162089,Go! The Unforgettable Party,Mauro Scandolari,"Pilar Pascual, José Gimenez Zapiola, Renata Toscano, Santiago Saez, Carmela Barsamian, Paulo Sánchez Lima, Daniel Rosado, Laura Azcurra, Gastón Ricaud, Florencia Benítez, Majo Cardozo",Argentina,2019-11-15,2019,Tv-Pg,60 min,"Children & Family Movies, Music & Musicals","Mía'S Vacation With Her Dad Is Disrupted By The Surprise Arrival Of Lupe, Mercedes, Juanma And Álvaro As Their School Drama Moves Lakeside.",Movie,Movie
81217737,Guna 369,Arjun Jandyala,"Adithya Menon, Kartikeya Gummakonda, Anagha Lk",India,2019-11-15,2019,Tv-Ma,143 min,"Action & Adventure, Dramas, International Movies",A Pampered But Kind-Hearted Average Joe Ditches His Romancing And Peacekeeping Ways When He’S Framed For A Murder He Didn’T Commit.,Movie,Movie
81076114,House Arrest,"Shashanka Ghosh, Samit Basu","Ali Fazal, Shriya Pilgaonkar, Jim Sarbh, Barkha Singh, Badrul Islam, Sunil Kumar",India,2019-11-15,2019,Tv-14,105 min,"Comedies, Independent Movies, International Movies",A World-Weary Man’S Self-Imposed Home Confinement Becomes A Comedy Of Errors With The Simultaneous Arrivals Of A Peculiar Package And A Curious Journalist.,Movie,Movie
80093820,K-On! The Movie,Naoko Yamada,"Aki Toyosaki, Yoko Hikasa, Satomi Sato, Minako Kotobuki, Ayana Taketatsu, Asami Sanada, Madoka Yonezawa, Chika Fujito, Yoriko Nagata",Japan,2019-11-15,2011,Tv-Pg,110 min,Anime Features,The Seniors In Sakuragaoka High School'S Music Club Live Out The Graduation Trip Of Their Dreams When They Celebrate By Performing In London.,Movie,Movie
80183187,Klaus,Sergio Pablos,"Jason Schwartzman, J.K. Simmons, Rashida Jones, Will Sasso, Neda Margrethe Labba, Sergio Pablos, Norm Macdonald, Joan Cusack",Spain,2019-11-15,2019,Pg,98 min,"Children & Family Movies, Comedies","A Selfish Postman And A Reclusive Toymaker Form An Unlikely Friendship, Delivering Joy To A Cold, Dark Town That Desperately Needs It.",Movie,Movie
70124331,Leap Year,Anand Tucker,"Amy Adams, Matthew Goode, Adam Scott, John Lithgow, Noel O'Donovan, Tony Rohr, Pat Laffan, Alan Devlin, Ian Mcelhinney, Dominique Mcelligott","United States, Ireland",2019-11-15,2010,Pg,100 min,"Comedies, Romantic Movies","Anna Chooses February 29 To Propose Marriage To Her Boyfriend, But After Meeting A Charming Innkeeper, She Must Evaluate Her Original Plans.",Movie,Movie
81217749,Sunganges,Valli Bindana,Naseeruddin Shah,"India, United States",2019-11-15,2018,Tv-Pg,74 min,"Documentaries, International Movies","A Trio Of Filmmakers Treks Across India To Explore The Correlation Between Vanishing Rivers, Massive Energy Projects And Renewable Energy Sources.",Movie,Movie
70291121,The Garden Of Words,Makoto Shinkai,"Miyu Irino, Kana Hanazawa, Fumi Hirano, Takeshi Maeda, Yuka Terasaki, Takanori Hoshino, Suguru Inoue, Megumi Han, Mikako Komatsu, Yuki Hayashi",Japan,2019-11-15,2013,Tv-14,46 min,"Anime Features, International Movies, Romantic Movies","When A Lonely Teenager Skips His Morning Classes To Sit In A Lovely Garden, He Meets A Mysterious Older Woman Who Shares His Feelings Of Alienation.",Movie,Movie
81156627,Clarence Clemons: Who Do I Think I Am?,Nick Mead,Clarence Clemons,United States,2019-11-14,2019,Tv-Ma,88 min,"Documentaries, Music & Musicals",This Intimate Documentary Follows The Life Of Legendary Saxophonist Clarence Clemons And His Spiritual Awakening Before His Death In 2011.,Movie,Movie
81096745,Fadily Camara : La Plus Drôle De Tes Copines,Gautier & Leduc,Fadily Camara,France,2019-11-14,2019,Tv-Ma,54 min,Stand-Up Comedy,"Irrepressible French Comedian Fadily Camara Weaves Jokes, Vivid Characters And Physical Comedy Into A Lively Stand-Up Show At La Cigale In Paris.",Movie,Movie
81078466,Jeff Garlin: Our Man In Chicago,Christopher Storer,Jeff Garlin,United States,2019-11-12,2019,Tv-Ma,59 min,Stand-Up Comedy,"Comedian Jeff Garlin (Unintentionally) Celebrates His 37Th Year Of Stand-Up And Shares His Learnings On Love, Loss, Success And Food Addiction.",Movie,Movie
70117297,A Single Man,Tom Ford,"Colin Firth, Julianne Moore, Nicholas Hoult, Ginnifer Goodwin, Matthew Goode, Paul Butler, Ryan Simpkins, Teddy Sears, Paulette Lamori, Jon Kortajarena",United States,2019-11-11,2009,R,100 min,"Dramas, Independent Movies, Lgbtq Movies",This Stream-Of-Consciousness Drama Centers On A Day In The Life Of A Gay College Professor Who'S Reeling From His Longtime Lover'S Recent Death.,Movie,Movie
81152923,Submission,J.M. Berrios,"Scott Pryor, Darrin Dewitt Henson, Eric Roberts, Kevin Sizemore, Lorynn York, John Gray, Sara Mcmann, Ovince Saint Preux",United States,2019-11-11,2019,Tv-Ma,95 min,"Action & Adventure, Dramas","After A Near-Death Trip Home, A Marine Looking To Help His Comrade Survive Returns To The Underground World Of Mma, Where New Battles Await.",Movie,Movie
70243445,Hit & Run,"David Palmer, Dax Shepard","Kristen Bell, Dax Shepard, Kristin Chenoweth, Tom Arnold, Bradley Cooper, Jess Rowland, Ryan Hansen, Beau Bridges, Michael Rosenbaum, David Koechner, Joy Bryant",United States,2019-11-08,2012,R,100 min,"Action & Adventure, Comedies, Romantic Movies","Determined To Get His Fiancée To L.A. To Take Advantage Of An Amazing Opportunity, Charlie Breaks Out Of The Witness Protection Program To Drive Her.",Movie,Movie
80201542,Let It Snow,Luke Snellin,"Isabela Moner, Shameik Moore, Kiernan Shipka, Odeya Rush, Liv Hewson, Mitchell Hope, Jacob Batalon, Joan Cusack, Matthew Noszka, Anna Akana, Miles Robbins, D'Arcy Carden, Mason Gooding, Andrea De Oliveira, Victor Rivers",United States,2019-11-08,2019,Pg-13,93 min,"Comedies, Dramas, Lgbtq Movies","A Snowstorm Hits A Small Town On A Cold Christmas Eve, Affecting The Friendships, Love Lives And Futures Of Several High School Seniors.",Movie,Movie
81079723,Paradise Beach,Xavier Durringer,"Sami Bouajila, Tewfik Jallab, Mélanie Doutey, Hugo Becker, Kool Shen, Hubert Koundé, Seth Gueko, Sonia Couling, Chalad Na Songkhla, Flore Bonaventura, Nessbeal, Dorian N'Goumou Dit Dosseh, Hache-P",France,2019-11-08,2019,Tv-Ma,94 min,"Action & Adventure, Dramas, International Movies","Mehdi Gets Out Of Prison, Planning To Settle Old Scores. But First, He Must Reconnect With His Gang, Now Living In An Idyllic Beach Resort In Thailand.",Movie,Movie
80127886,U Turn,Pawan Kumar,"Roger Narayan, Shraddha Srinath, Dileep Raj, Krishna Hebbale, Ram Manjjonaath, Chethan Dsouza",India,2019-11-07,2016,Tv-14,121 min,"International Movies, Thrillers",A Reporter Must Hunt For The Truth Behind A Strange Murder After She Crosses Paths With A Young Cop And Becomes The Investigation'S Prime Suspect.,Movie,Movie
81092045,Burning Cane,Phillip Youmans,"Wendell Pierce, Karen Kaia Livers, Dominique Mcclellan, Braelyn Kelly, Emyri Crutchfield, Cynthia Capers, Erika Woods",United States,2019-11-06,2019,Tv-Ma,78 min,Dramas,"A Small-Town Louisiana Minister And One Of His Parishioners Cope With Grief, Alcoholism And A Crisis Of Faith In This Dramatic Character Study.",Movie,Movie
81034600,Shadow,Zhang Yimou,"Deng Chao, Sun Li, Ryan Cheng, Wang Qianyuan, Hu Jun, Wang Jingchun, Guan Xiaotong, Leo Wu","China, Hong Kong",2019-11-06,2018,Tv-Ma,116 min,"Action & Adventure, Dramas, International Movies","As Three Kingdoms Struggle For Control Of A Walled City, A Figure With A Rare Power Spins A Web Of Intrigue That Entangles A King'S Court.",Movie,Movie
81058497,Seth Meyers: Lobby Baby,Neal Brennan,Seth Meyers,United States,2019-11-05,2019,Tv-Ma,61 min,Stand-Up Comedy,Snl Alumnus And Subversive Master Of Late-Night Tv Seth Meyers Comes Out From Behind The Desk To Share Some Lighthearted Stories From His Own Life.,Movie,Movie
80167628,The Lovers,Azazel Jacobs,"Aidan Gillen, Melora Walters, Tyler Ross, Jessica Sula, Lesley Fera, Tracy Letts, Debra Winger",United States,2019-11-05,2017,R,98 min,"Comedies, Dramas, Independent Movies","On The Verge Of Divorce, A Middle-Aged Couple, Each Involved In A Serious Affair, Rethink Their Marriage And The Meaning Of Love And Fidelity.",Movie,Movie
81165326,Tune In For Love,Jung Ji-Woo,"Kim Go-Eun, Jung Hae-In, Park Hae-Joon, Kim Guk-Hee, Jung Eugene, Choi Jun-Young, Yoo Yeol, Nam Mun-Cheol",South Korea,2019-11-05,2019,Tv-Ma,123 min,"Dramas, International Movies, Romantic Movies","A Student And A Reticent Teen First Meet At A Bakery In The 1990S And Try To Find Each Other Through The Years, As Fate Keeps Pulling Them Apart.",Movie,Movie
81053961,Undercover Brother 2,Leslie Small,"Michael Jai White, Vince Swann, Barry Bostwick, Laila Odom, Gary Owen, Affion Crockett, Steven Lee Johnson, Lindsay Lamb, Zac Zedalis, Cj Sykes",United States,2019-11-05,2019,R,85 min,Comedies,"When A Beloved Secret Agent Falls Deep Into A Coma, His Bumbling Brother Must Defend Their Community From A Divisive Political Threat.",Movie,Movie
70209267,A Holiday Engagement,Jim Fall,"Bonnie Somerville, Shelley Long, Jordan Bridges, Sam Mcmurray, Haylie Duff, Sam Horrigan, Carrie Wiita, Chris Mckenna, Edi Patterson, Jennifer Elise Cox",United States,2019-11-04,2011,Tv-G,92 min,"Children & Family Movies, Comedies, Romantic Movies",Hilary'S Plan To Hire A Good-Looking Guy To Act As Her Boyfriend Backfires When She Brings Him Home For The Holidays To Try And Fool Her Family.,Movie,Movie
70306305,Christmas Crush,Marita Grabiak,"Rachel Boston, Jonathan Bennett, Jon Prescott, Sunny Mabrey, Julia Voth, Elizabeth Lauren Hoffman, Eileen April Boylan, Josh Crotty","Canada, United States",2019-11-04,2012,Tv-Pg,87 min,"Comedies, Romantic Movies",Twentysomething Georgia Pines For Her Old Boyfriend And Is Thrilled To Have A Second Chance At Love When She Attends Their High School Reunion.,Movie,Movie
70262831,Dear Santa,Jason Priestley,"Amy Acker, David Haydn-Jones, Patrick Creery, Gina Holden, James Dugan, Margherita Donato, Brooklynn Proulx, James D. Hopkin, Bob Irvine",Canada,2019-11-04,2011,Tv-Pg,92 min,"Comedies, Romantic Movies","Finding A Letter Mailed To Santa By A Girl Asking For A New Wife For Her Daddy, Twentysomething Crystal Sets Out To Make The Girl'S Wishes Come True.",Movie,Movie
70113005,District 9,Neill Blomkamp,"Sharlto Copley, Jason Cope, David James, Vanessa Haywood, Mandla Gaduka, Kenneth Nkosi, Eugene Khumbanyiwa, Louis Minnaar, William Allen Young, Nathalie Boltt","South Africa, United States, New Zealand, Canada",2019-11-04,2009,R,112 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","After Years Of Segregation And Forced Labor, A Race Of Stranded Aliens Enlists In A Resistance Movement Spearheaded By A Rogue Government Agent.",Movie,Movie
70052286,Kicking And Screaming,Noah Baumbach,"Josh Hamilton, Olivia D'Abo, Carlos Jacott, Chris Eigeman, Eric Stoltz, Jason Wiles, Parker Posey, Cara Buono, Elliott Gould, Samuel Gould",United States,2019-11-04,1995,R,97 min,"Comedies, Independent Movies, Romantic Movies","After Graduating, Four College Roomies – Petrified By The Prospect Of Facing ""Real Life"" – Reluctantly Step Into Adulthood In This Ensemble Comedy.",Movie,Movie
80114460,Minimalism: A Documentary About The Important Things,Matt D'Avella,"Joshua Fields Millburn, Ryan Nicodemus",United States,2019-11-04,2016,Tv-14,78 min,Documentaries,People Dedicated To Rejecting The American Ideal That Things Bring Happiness Are Interviewed In This Documentary Showing The Virtues Of Less Is More.,Movie,Movie
81206389,Oththa Seruppu Size 7,Parthiban,Parthiban,India,2019-11-04,2019,Tv-Ma,103 min,"Dramas, International Movies, Thrillers","Taken Into Custody, A Murder Suspect'S Theatrical Explanations Of His Peculiar Modus Operandi Unearth Truths Far Beyond The Crime He’S Accused Of.",Movie,Movie
70117294,Takers,John Luessenhop,"Matt Dillon, Paul Walker, Chris Brown, Idris Elba, Jay Hernandez, Hayden Christensen, Michael Ealy, T.I., Marianne Jean-Baptiste, Zoe Saldana, Steve Harris, Johnathon Schaech",United States,2019-11-03,2010,Pg-13,107 min,Action & Adventure,A Motley Crew Of Bank Robbers Plans Their Next Heist After A Former Colleague Convinces Them To Target An Armored Car Carrying $20 Million.,Movie,Movie
81214223,A Fairly Odd Summer,Savage Steve Holland,"Drake Bell, Daniella Monet, David Lewis, Susanne Blakeslee, Daran Norris, Scott Baio, Devon Weigel, Ella Anderson, Carter Hastings",United States,2019-11-02,2014,Tv-G,68 min,"Children & Family Movies, Comedies","In This Live-Action Adventure, The Gang Heads To Hawaii, Where Timmy Learns The Source Of All Fairy Magic Is In Dangerous Hands.",Movie,Movie
80027560,Big Time Movie,Savage Steve Holland,"Kendall Schmidt, James Maslow, Carlos Penavega, Logan Henderson, Ciara Bravo, Challen Cates, Tanya Chisholm, Stephen Kramer Glickman, Trevor Devall, Christopher Shyer","United States, Canada",2019-11-02,2012,Tv-Pg,68 min,"Children & Family Movies, Comedies","Big Time Rush Heads To London For Their First World Tour, But When The Boys' Bags Are Switched, They Get Mixed Up In A Mission To Save The World.",Movie,Movie
70135899,Don'T Be Afraid Of The Dark,Troy Nixey,"Katie Holmes, Guy Pearce, Bailee Madison, Jack Thompson, Garry Mcdonald, Alan Dale, Julia Blake, Edwina Ritchard, Emilia Burns, Guillermo Del Toro","United States, Australia, Mexico",2019-11-02,2010,R,99 min,Horror Movies,Young Sally Hurst Discovers She Isn'T Alone In Her New House: Strange Creatures Live There – And They Might Not Be As Friendly As Sally Thinks.,Movie,Movie
81215437,Escape From Mr. Lemoncello’S Library,Scott Mcaboy,"Casey Simpson, Breanna Yde, Klarke Pipkin, Angel Luis Rivera Jr., Russell Roberts, Ty Consiglio, Hayley Scherpenisse, Patti Allan, Katey Hoffman",United States,2019-11-02,2017,Tv-G,69 min,Children & Family Movies,An Eccentric Game Designer Builds A Library Full Of Traps And Tricks For A Group Of Kids Who Score The Chance To Navigate His Elaborate Scavenger Hunt.,Movie,Movie
81215438,Hey Arnold! The Jungle Movie,"Raymie Muzquiz, Stu Livingston","Mason Vale Cotton, Benjamin Flores Jr., Francesca Smith, Alfred Molina, Dan Castellaneta, Tress Macneille, Craig Bartlett, Carlos Alazraqui","United States, South Korea, Japan",2019-11-02,2017,Tv-Pg,81 min,"Children & Family Movies, Comedies","When Arnold And His Crew Win A Trip To San Lorenzo, Their Adventure In The Wild Forces Them To Take The Same Risky Path As Arnold'S Missing Parents.",Movie,Movie
81214187,Jinxed,Stephen Herek,"Ciara Bravo, Jacob Bertrand, Elena Kampouris, Jack Griffo, Donavon Stinson, Keegan Connor Tracy, Jay Brazeau","United States, Canada",2019-11-02,2013,Tv-G,69 min,"Children & Family Movies, Comedies","After A Century-Old Curse Of Bad Luck, A Determined Teen Embarks On A Journey To Break Her Family’S Generational Misfortune.",Movie,Movie
80160987,Legends Of The Hidden Temple,Joe Menendez,"Isabela Moner, Jet Jurgensmeyer, Colin Critchley, Kirk Fogg, Dee Bradley Baker",United States,2019-11-02,2016,Tv-Pg,68 min,Children & Family Movies,"A Trio Of Siblings Gets Trapped In A Secret Temple, Where They Must Navigate A Risky Obstacle Course To Make It Out. Inspired By The ‘90S Game Show.",Movie,Movie
81215439,"Liar, Liar, Vampire",Vince Marcello,"Rahart Adams, Brec Bassinger, Tiera Skovbye, Larissa Albuquerque, Sarah Grey, Drew Tanner, Pauline Egan, Alex Zahara, Samuel Patrick Chu",United States,2019-11-02,2015,Tv-Pg,68 min,"Children & Family Movies, Comedies","When A Shy Teen Transfers To A New School, He Elects To Mix Things Up By Playing Along With The Rumor That He'S A Vampire.",Movie,Movie
70178618,Shark Night,David R. Ellis,"Sara Paxton, Dustin Milligan, Chris Carmack, Katharine Mcphee, Donal Logue, Joshua Leonard, Sinqua Walls, Chris Zylka, Alyssa Diaz, Joel David Moore",United States,2019-11-02,2011,Pg-13,91 min,Horror Movies,A Weekend Of Beach-House Debauchery Turns Into A Nightmare For A Group Of Friends When They Discover That The Waters Are Infested With Vicious Sharks.,Movie,Movie
70292700,The Boy Who Cried Werewolf,Eric Bross,"Victoria Justice, Chase Ellison, Anna Galvin, Matt Winston, Jillian Marie, Valerie Tian, Kerry James, Andrea Brooks, Christie Laing, Cainan Wiebe, Brooke Shields, Brooke D'Orsay, Steven Grayhm","United States, Canada",2019-11-02,2010,Tv-G,86 min,"Children & Family Movies, Comedies","When High School Girl-Geek Jordan Becomes A Werewolf After Moving To Romania, She Must Elude Her Own Brother, Who Sets Out To Slay Her.",Movie,Movie
81214214,The Massively Mixed-Up Middle School Mystery,Will Eisenberg,"Garrett Ryan, Adam Hochstetter, Haley Tju, Brianne Tju, Jenna Ortega, Aaron Eisenberg, Celestial, Richard Balin",United States,2019-11-02,2015,Tv-G,40 min,"Children & Family Movies, Comedies","After The School Principal Gets Pranked, A Curious Crew Of Preteen Super Sleuths Tests Their Detective Skills To Solve An Underwater Ruse.",Movie,Movie
70044870,16 Blocks,Richard Donner,"Bruce Willis, Mos Def, David Morse, Jenna Stern, Cylk Cozart, Casey Sander, David Zayas, Robert Racki, Patrick Garrow, Sasha Roiz","United States, Germany",2019-11-01,2006,Pg-13,102 min,Action & Adventure,"Tasked With Escorting A Prosecution Witness To Court, An Aging Cop Gears Up For The 16-Block Trek – But They'Ll Be Lucky To Make It There Alive.",Movie,Movie
